iteration	time	leafsWith	leafsWithout	resultingClade	incomingClade	segments
97	3.312698400028239	1	53	HPAI	HPAI	{1, 5, 7}
97	0.4834400900277842	1	3	HPAI	HPAI	{6, 7}
97	2.5454162127456357	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
97	45.315136046234215	351	4	HPAI	LPAI	{5}
97	237.73614400821918	364	6	unknown	unknown	{6}
97	1.4633992445021136	1	1	HPAI	HPAI	{4}
97	6.33454741432206	1	2	LPAI	LPAI	{1, 2}
97	3.0660348166001086	4	2	HPAI	LPAI	{3}
97	2.6663111357029265	1	3	HPAI	HPAI	{1, 2, 4}
97	6.961958955064063	2	1	LPAI	LPAI	{6}
97	167.72354229941908	1	1	LPAI	LPAI	{1}
97	4.7201452886423	5	346	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
97	11.82140858629407	2	4	LPAI	LPAI	{7}
97	3.2338174359504137	25	2	HPAI	LPAI	{4, 6}
97	2.6256910182161732	4	1	HPAI	LPAI	{1}
97	1.7990442222801448	31	17	HPAI	LPAI	{6}
97	0.7772525284594849	27	8	HPAI	LPAI	{1}
97	2.7061882336527674	62	2	HPAI	HPAI	{4, 5, 6, 7}
97	1.3738760217625554	1	1	HPAI	LPAI	{4, 5, 7}
97	1.6080943223674353	1	1	HPAI	LPAI	{4}
97	9.463291868365673	1	3	LPAI	LPAI	{2}
97	2.8996444176287923	1	2	HPAI	HPAI	{3}
97	0.43666646964840083	1	1	HPAI	LPAI	{1}
97	1.4869193242003576	35	1	HPAI	LPAI	{4, 6, 7}
97	7.119669233968125	2	1	LPAI	LPAI	{1, 2, 4, 5, 6}
97	2.674709977157022	1	1	HPAI	HPAI	{4}
97	1.6208044925751892	2	2	HPAI	LPAI	{4, 6}
97	2.7063138720933466	1	1	LPAI	LPAI	{1, 2, 3, 5, 6}
97	8.947540899506976	1	1	LPAI	LPAI	{4}
97	3.2512467031427263	30	23	HPAI	LPAI	{7}
97	1.8112070547745702	6	1	HPAI	LPAI	{5, 6, 7}
97	1.4368661177769582	1	1	HPAI	HPAI	{1, 2, 3, 4, 7}
97	2.6611640124132805	1	1	HPAI	HPAI	{2}
97	0.6326286486670938	1	8	HPAI	LPAI	{7}
97	2.8084637947903275	5	4	HPAI	LPAI	{6}
98	2.7192276162901976	1	2	HPAI	HPAI	{1, 4}
98	2.651659827936271	62	2	HPAI	HPAI	{4, 5, 6, 7}
98	3.4873609015106126	1	1	LPAI	LPAI	{1}
98	1.9360697133006965	6	1	HPAI	LPAI	{5, 6, 7}
98	7.946707694954739	1	1	LPAI	LPAI	{2, 3, 6}
98	0.6225536941136056	1	8	HPAI	LPAI	{7}
98	3.398437514641955	53	4	HPAI	LPAI	{4, 5, 6}
98	160.2419111546132	6	358	LPAI	LPAI	{4}
98	1.4431307440251544	1	1	HPAI	HPAI	{1, 7}
98	2.8773649843036537	4	1	HPAI	LPAI	{5, 6}
98	7.4189159255711274	1	2	LPAI	LPAI	{6}
98	2.9829478887129994	1	1	HPAI	LPAI	{4}
98	2.869088343270903	1	1	LPAI	LPAI	{1, 2, 3, 5, 6}
98	4.619114346044171	5	302	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
98	3.267821556756587	149	1	HPAI	LPAI	{3, 4, 5, 6}
98	6.898292159484754	1	2	LPAI	LPAI	{2}
98	106.65724489529612	2	1	LPAI	unknown	{5}
98	2.701475235757414	1	2	HPAI	HPAI	{4}
98	2.829697594867639	5	4	HPAI	LPAI	{6}
98	0.8036948180202899	27	8	HPAI	LPAI	{1}
98	3.5168364418626084	9	13	HPAI	HPAI	{1, 2, 4, 7}
98	1.8283771170667364	31	7	HPAI	LPAI	{6}
98	1.5907850485769472	1	4	HPAI	LPAI	{4}
98	2.4233801648975373	1	1	HPAI	HPAI	{3, 6}
98	0.4216822652861083	2	1	HPAI	HPAI	{2, 3, 7}
98	0.47195299818605463	1	1	HPAI	LPAI	{1}
98	13.480338554173784	4	2	LPAI	LPAI	{1, 3}
98	3.2375417709252474	9	140	HPAI	HPAI	{1, 3, 5, 7}
98	0.5690955124082393	1	5	HPAI	HPAI	{4, 6, 7}
98	1.5513552035339444	1	1	HPAI	LPAI	{4, 5, 7}
98	3.1423117325640533	4	15	HPAI	LPAI	{3}
98	2.58104019956653	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
98	1.5728175380538119	2	1	HPAI	LPAI	{4, 6}
98	30.94695405070553	3	1	LPAI	LPAI	{2, 7}
98	1.2952204832735106	35	1	HPAI	LPAI	{4, 6, 7}
98	3.260147259433552	25	1	HPAI	LPAI	{4, 6}
98	3.206080668211314	25	2	HPAI	LPAI	{4, 6}
98	92.46319125817752	3	355	LPAI	LPAI	{3}
98	3.0989412084602463	1	2	HPAI	HPAI	{3, 5, 6, 7}
98	2.684492809626988	1	2	HPAI	HPAI	{2}
98	2.5377089536626727	4	1	HPAI	LPAI	{1}
98	2.69223726980681	1	1	LPAI	LPAI	{4, 7}
98	1.6053538799770308	1	3	HPAI	LPAI	{4}
98	2.9608610507718254	16	1	HPAI	LPAI	{5, 6, 7}
98	3.5047153590746802	1	11	HPAI	HPAI	{2, 7}
98	3.3012893064318973	30	23	HPAI	LPAI	{7}
98	3.304017339891857	1	27	HPAI	LPAI	{4, 6}
98	165.0810874724284	1	1	LPAI	LPAI	{1, 2}
99	2.473164994455658	1	1	HPAI	HPAI	{3, 6}
99	2.8500653785656027	1	2	HPAI	HPAI	{3}
99	3.2701006100528502	149	32	HPAI	LPAI	{3, 4, 5, 6}
99	2.6927916328055517	1	2	HPAI	HPAI	{1, 4}
99	1.4387063552287032	1	1	HPAI	HPAI	{1, 4, 7}
99	2.6643543788294437	1	4	HPAI	HPAI	{4}
99	3.2521576550655595	25	7	HPAI	LPAI	{4, 6}
99	2.515001264153966	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
99	0.4633904731871894	2	1	HPAI	HPAI	{3, 7}
99	0.5089015185218386	1	3	HPAI	HPAI	{3, 6, 7}
99	0.5041066562158676	1	1	HPAI	LPAI	{1}
99	1.544169832319426	2	1	HPAI	LPAI	{4, 6}
99	4.867084257006013	1	1	LPAI	LPAI	{1, 6, 7}
99	2.508115754496032	1	1	LPAI	LPAI	{2, 4, 7}
99	175.97207258952741	1	1	LPAI	LPAI	{5}
99	1.7623538674540669	31	11	HPAI	LPAI	{6}
99	2.9684853512697487	1	1	HPAI	LPAI	{4}
99	2.8618909457064774	4	1	HPAI	LPAI	{5, 6}
99	1.6408382217849748	1	4	HPAI	LPAI	{4}
99	3.2647875766108996	1	1	HPAI	LPAI	{4, 6}
99	250.57204042940944	364	6	unknown	LPAI	{1, 7}
99	2.543444248578055	62	2	HPAI	HPAI	{3, 4, 5, 6, 7}
99	3.236893344737382	9	140	HPAI	HPAI	{1, 3, 5, 7}
99	13.564936083835505	1	2	LPAI	LPAI	{3}
99	3.2131938033357414	25	2	HPAI	LPAI	{4, 6}
99	3.2537806063412518	30	17	HPAI	LPAI	{7}
99	1.6592136529702657	1	3	HPAI	LPAI	{4}
99	31.48877674352235	1	3	LPAI	LPAI	{7}
99	2.8691932101554585	5	4	HPAI	LPAI	{6}
99	1.5077266158729685	1	3	HPAI	LPAI	{4, 5, 7}
99	1.1601923291083835	1	27	HPAI	HPAI	{3, 4, 5, 6}
99	7.734187839424578	2	1	LPAI	LPAI	{1, 6}
99	3.3689789468245976	53	211	HPAI	LPAI	{4, 5, 6}
99	1.0810447321425727	35	1	HPAI	LPAI	{4, 6, 7}
99	1.7949829909626374	6	1	HPAI	LPAI	{5, 6, 7}
99	46.19612633424589	4	351	LPAI	LPAI	{5}
99	2.604154531703216	4	1	HPAI	LPAI	{1}
99	0.6020815459261257	1	8	HPAI	LPAI	{7}
99	4.7537882109730845	5	346	HPAI	LPAI	{3}
99	3.1210412415884434	4	18	HPAI	LPAI	{3}
99	2.6672616160676625	1	3	HPAI	HPAI	{2}
99	2.8385356942089857	17	1	HPAI	LPAI	{5, 6, 7}
99	2.6860200160816134	1	1	HPAI	HPAI	{1, 2, 4}
99	87.42008172053494	3	355	LPAI	LPAI	{1}
99	0.7767123917810181	27	8	HPAI	LPAI	{1}
100	4.848041669261875	5	346	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
100	2.8430674994885408	5	4	HPAI	LPAI	{6}
100	84.05846748200224	3	355	LPAI	LPAI	{1, 2}
100	3.2705591671223715	25	156	HPAI	LPAI	{4, 6}
100	3.7156876416472073	1	1	LPAI	LPAI	{1}
100	2.396130230117876	1	2	LPAI	LPAI	{1, 4, 5, 6, 7}
100	2.738957535355496	1	3	HPAI	HPAI	{4}
100	3.1610487603500133	9	24	HPAI	HPAI	{3, 5, 7}
100	0.45581960277354483	2	1	HPAI	HPAI	{2, 7}
100	2.8534379745720457	1	1	HPAI	HPAI	{3, 6, 7}
100	233.3605489266984	6	364	LPAI	LPAI	{1}
100	0.572025764097134	1	8	HPAI	HPAI	{6, 7}
100	1.1777646809602516	35	1	HPAI	LPAI	{4, 6, 7}
100	1.4483850641674962	1	1	HPAI	HPAI	{1, 4, 7}
100	1.5527173727587638	2	1	HPAI	LPAI	{4, 6}
100	1.586591200044495	1	1	HPAI	LPAI	{4}
100	1.3910719446801068	1	2	HPAI	LPAI	{4, 5, 7}
100	2.3034983867448773	1	1	LPAI	LPAI	{1, 6, 7}
100	2.985200793516583	1	1	HPAI	LPAI	{4}
100	1.65872664076403	1	3	HPAI	LPAI	{4}
100	0.782801294996716	27	8	HPAI	LPAI	{1}
100	1.7865377798910345	31	6	HPAI	LPAI	{6}
100	3.1591049353901326	1	8	HPAI	HPAI	{1, 4}
100	2.5775505544386874	62	1	HPAI	HPAI	{4, 5, 6, 7}
100	1.1226591666631975	2	1	HPAI	HPAI	{4, 5, 7}
100	2.6153631224794367	4	1	HPAI	LPAI	{1}
100	3.3816760690086767	53	6	HPAI	LPAI	{4, 5, 6}
100	3.195054568994749	1	1	HPAI	LPAI	{4, 6}
100	2.6223747233889867	1	1	HPAI	HPAI	{2, 5}
100	3.2474445486627133	149	7	HPAI	LPAI	{3, 4, 5, 6}
100	0.6069221280645252	1	8	HPAI	LPAI	{7}
100	2.887946922386334	4	1	HPAI	LPAI	{5, 6}
100	2.9665233627085286	1	1	HPAI	HPAI	{3, 5, 6, 7}
100	6.494092495623931	1	2	LPAI	LPAI	{1}
100	2.684910374778383	1	2	HPAI	HPAI	{1, 4}
100	3.24853741829196	30	17	HPAI	LPAI	{7}
100	2.976670134247456	16	1	HPAI	LPAI	{5, 6, 7}
100	3.2402088320463918	25	2	HPAI	LPAI	{4, 6}
100	0.5910664240153096	1	1	HPAI	HPAI	{5}
100	4.914371770483456	1	1	LPAI	LPAI	{1, 6, 7}
100	2.7578662312353686	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
100	3.125181934678494	1	1	HPAI	HPAI	{5, 7}
100	1.8403762590706378	6	1	HPAI	LPAI	{5, 6, 7}
100	2.8378755924887855	1	1	HPAI	HPAI	{3}
100	46.7592581371801	351	4	HPAI	LPAI	{3}
100	2.5231914067862817	1	1	HPAI	HPAI	{3, 6}
100	9.035073450579091	1	1	LPAI	LPAI	{5}
100	0.4419120199864892	1	1	HPAI	LPAI	{1}
100	155.84596694713395	3	3	LPAI	LPAI	{3, 7}
100	3.1843108963121267	4	21	HPAI	LPAI	{3}
101	0.43805727705239406	2	1	HPAI	HPAI	{7}
101	9.1172779366118	3	1	LPAI	LPAI	{2, 3, 5, 6}
101	3.1525522307978235	9	1	HPAI	HPAI	{3, 5, 7}
101	2.9252479620047325	4	1	HPAI	LPAI	{5, 6}
101	1.7562569525392746	31	6	HPAI	LPAI	{6}
101	2.7609805647197163	1	2	HPAI	HPAI	{1, 4}
101	3.5947554821218546	1	1	LPAI	LPAI	{4, 6}
101	3.2502796187803824	30	23	HPAI	LPAI	{7}
101	3.1320979170100145	4	1	HPAI	LPAI	{3}
101	2.5626775514501787	3	1	HPAI	HPAI	{1, 4}
101	2.8398788026252078	16	1	HPAI	LPAI	{5, 6, 7}
101	2.5753229635952266	1	2	LPAI	LPAI	{1, 4, 5, 6, 7}
101	3.0237220443544857	1	2	HPAI	HPAI	{3, 5, 6, 7}
101	3.202784115477357	25	2	HPAI	LPAI	{4, 6}
101	2.872742836415341	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
101	1.6187040910594988	1	1	HPAI	LPAI	{4}
101	0.5244794032987556	1	1	HPAI	LPAI	{1}
101	2.6805582731171853	1	3	HPAI	HPAI	{4}
101	1.5543732631208513	1	1	HPAI	LPAI	{4, 5, 7}
101	0.6145941244157029	1	7	HPAI	HPAI	{2, 3, 4, 5}
101	3.0570549826700244	1	1	HPAI	LPAI	{4}
101	2.754052147392599	4	1	HPAI	LPAI	{1}
101	46.43509400146479	351	4	HPAI	LPAI	{3}
101	3.27975663288089	25	156	HPAI	LPAI	{4, 6}
101	0.5117454334007334	1	3	HPAI	HPAI	{3, 6, 7}
101	1.485943144422663	1	1	HPAI	HPAI	{7}
101	242.04301103324713	2	4	LPAI	unknown	{1}
101	2.693779187959649	1	3	HPAI	HPAI	{2}
101	3.261335715330347	149	7	HPAI	LPAI	{3, 4, 5, 6}
101	2.6787342208093605	1	1	LPAI	LPAI	{1, 2, 3, 5, 6}
101	2.327281721727104	1	1	LPAI	LPAI	{2, 4, 7}
101	1.9486379889358432	6	1	HPAI	LPAI	{5, 6, 7}
101	0.5944001801103695	1	8	HPAI	LPAI	{7}
101	0.7464575252648729	27	8	HPAI	LPAI	{1}
101	3.1036083440958464	8	1	HPAI	HPAI	{2}
101	2.646345304492911	62	2	HPAI	HPAI	{4, 5, 6, 7}
101	3.389516437750558	53	224	HPAI	LPAI	{4, 5, 6}
101	4.878981160538274	5	346	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
101	1.569709110290887	2	2	HPAI	LPAI	{4, 6}
101	6.512404455364276	1	2	LPAI	LPAI	{1}
101	3.3083735396279508	1	1	HPAI	LPAI	{4, 6}
101	1.5717449372607462	1	3	HPAI	LPAI	{4}
101	3.1641031976635077	1	14	HPAI	HPAI	{5, 7}
101	2.4805139930913356	1	1	HPAI	HPAI	{3, 6}
101	6.337509773919578	1	1	LPAI	LPAI	{3, 4, 7}
101	2.7990342461941964	5	4	HPAI	LPAI	{6}
101	1.0293706558418307	35	1	HPAI	LPAI	{4, 6, 7}
102	2.4898555591735203	1	1	HPAI	HPAI	{3, 6}
102	1.5778248375348767	2	1	HPAI	LPAI	{4, 6}
102	0.4815232952594215	2	1	HPAI	HPAI	{2, 7}
102	8.761715168626381	3	1	LPAI	LPAI	{2, 3, 5, 6}
102	2.604399593227356	3	1	HPAI	HPAI	{1, 2, 3, 7}
102	12.58082531084574	2	4	LPAI	LPAI	{5}
102	2.5819174179860056	1	2	LPAI	LPAI	{1, 4, 5, 6, 7}
102	8.035522621650443	2	1	LPAI	LPAI	{2, 3, 6}
102	0.9785482879461824	35	1	HPAI	LPAI	{4, 6, 7}
102	1.5714323064788687	1	1	HPAI	LPAI	{4}
102	2.928958683910537	1	2	HPAI	HPAI	{3}
102	288.63002751680824	2	4	LPAI	LPAI	{1}
102	30.520125806905526	3	1	LPAI	LPAI	{1}
102	2.814125022036535	5	4	HPAI	LPAI	{6}
102	2.9622441231812218	1	1	LPAI	LPAI	{1, 3, 5, 6}
102	0.49197965077911476	1	1	HPAI	LPAI	{1}
102	3.251265055567842	1	1	HPAI	LPAI	{4, 6}
102	42.639510662859095	4	351	LPAI	LPAI	{1}
102	6.436033263576348	1	1	LPAI	LPAI	{1, 4}
102	0.3059386359133782	1	1	HPAI	LPAI	{7}
102	2.5460195534622017	1	1	HPAI	HPAI	{2, 4, 6}
102	3.0136231922507477	1	1	HPAI	HPAI	{3, 5, 6, 7}
102	153.19473243378732	3	3	LPAI	LPAI	{1}
102	2.9283601921515583	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
102	3.3052463120297375	1	1	HPAI	HPAI	{1, 2, 3, 4, 6}
102	3.35891570114876	53	1	HPAI	LPAI	{4, 5, 6}
102	145.84759640185	358	6	unknown	LPAI	{1}
102	3.154482052603896	9	2	HPAI	HPAI	{1, 3, 5, 7}
102	1.5454566958105147	1	1	HPAI	LPAI	{4, 5, 7}
102	3.2868861009436046	30	23	HPAI	LPAI	{7}
102	6.198915397734822	2	1	LPAI	LPAI	{1, 6}
102	4.575988849149269	1	1	LPAI	LPAI	{1, 4, 6, 7}
102	4.330920284759145	5	44	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
102	3.1142299314565776	4	1	HPAI	LPAI	{3}
102	3.19122376545846	25	2	HPAI	LPAI	{4, 6}
102	2.599217524700805	4	1	HPAI	LPAI	{1}
102	2.6633552335619015	1	2	HPAI	HPAI	{2}
102	1.573177771833059	1	3	HPAI	LPAI	{4}
102	3.0399560660633824	1	1	HPAI	LPAI	{4}
102	0.7843580056707538	27	8	HPAI	LPAI	{1}
102	2.742941571101653	1	2	HPAI	HPAI	{1, 4}
102	2.953971956567159	16	1	HPAI	LPAI	{5, 6, 7}
102	0.5415648627149494	1	3	HPAI	LPAI	{7}
102	1.7538049105122582	31	17	HPAI	LPAI	{6}
102	2.6780475825275403	1	6	HPAI	HPAI	{4}
102	0.5531301086397207	1	1	HPAI	HPAI	{5}
102	7.880171089618045	2	1	LPAI	LPAI	{6}
102	1.8411517004918778	6	1	HPAI	LPAI	{5, 6, 7}
102	2.6708990797664	62	1	HPAI	HPAI	{4, 5, 6, 7}
102	2.843164929276952	4	1	HPAI	LPAI	{5, 6}
102	0.5517577681254693	1	5	HPAI	HPAI	{6, 7}
103	3.362304293989041	9	10	HPAI	HPAI	{5}
103	3.248456878611023	24	7	HPAI	LPAI	{4, 6}
103	0.7006558696184584	1	1	HPAI	HPAI	{1, 2, 4, 5, 6}
103	2.6235486244281674	1	1	HPAI	HPAI	{2}
103	3.21128817400313	1	1	HPAI	HPAI	{1, 3, 4, 6}
103	3.028636529668802	1	1	HPAI	LPAI	{4}
103	1.592171677857209	1	3	HPAI	LPAI	{4}
103	2.4354681012951005	1	1	HPAI	HPAI	{3, 6}
103	1.1261273402243432	35	1	HPAI	LPAI	{4, 6, 7}
103	112.24874166621112	2	1	LPAI	LPAI	{3, 4}
103	0.4667013940678544	1	1	HPAI	LPAI	{1}
103	0.4922553271792367	2	1	HPAI	HPAI	{3, 7}
103	1.7732342626694617	31	4	HPAI	LPAI	{6}
103	147.3571669605634	3	3	LPAI	LPAI	{6}
103	2.6882291546595525	62	2	HPAI	HPAI	{4, 5, 6, 7}
103	0.5529015999352396	1	3	HPAI	LPAI	{7}
103	2.7307200171164823	1	16	HPAI	HPAI	{1, 2, 4}
103	1.532113062073222	1	1	HPAI	LPAI	{4}
103	4.708568654076203	5	346	HPAI	LPAI	{1}
103	214.7475780441764	6	364	LPAI	LPAI	{7}
103	2.900409725421241	17	1	HPAI	LPAI	{5, 6, 7}
103	3.1867092130331685	9	112	HPAI	HPAI	{3, 5, 7}
103	3.129486153138828	1	3	LPAI	LPAI	{2, 3, 5, 6, 7}
103	3.1290538939263115	1	2	LPAI	LPAI	{1, 4, 5, 6, 7}
103	8.660414894040855	3	1	LPAI	LPAI	{2, 3, 5, 6}
103	2.8769454302840813	4	1	HPAI	LPAI	{5, 6}
103	1.5590380890076858	1	1	HPAI	LPAI	{4, 5, 7}
103	0.8217897949976987	27	8	HPAI	LPAI	{1}
103	3.3863953058263405	53	1	HPAI	LPAI	{4, 5, 6}
103	2.8018759957196835	1	1	LPAI	LPAI	{1, 3, 5, 6}
103	3.2209596948330272	1	1	HPAI	LPAI	{4, 6}
103	1.5750954939310304	2	1	HPAI	LPAI	{4, 6}
103	2.593065537504117	1	2	HPAI	HPAI	{1, 4}
103	3.091838701624056	4	2	HPAI	LPAI	{3}
103	2.796835190848583	5	4	HPAI	LPAI	{6}
103	3.252975399723937	30	23	HPAI	LPAI	{7}
103	0.5538850723045243	1	6	HPAI	HPAI	{3, 4, 5}
103	2.5054402656472803	4	1	HPAI	LPAI	{1}
103	12.71985820230259	2	1	LPAI	LPAI	{1, 4, 6}
103	7.40340240578621	2	1	LPAI	HPAI	{1, 4}
103	2.670760825100615	1	5	HPAI	HPAI	{4}
103	1.7326445264019412	6	1	HPAI	LPAI	{5, 6, 7}
103	3.2842583330376556	149	31	HPAI	LPAI	{3, 4, 5, 6}
103	140.342968927196	1	1	LPAI	LPAI	{6}
103	3.181306197017193	25	2	HPAI	LPAI	{4, 6}
103	2.852686605478425	1	2	HPAI	HPAI	{3}
104	1.5901460397676033	2	1	HPAI	LPAI	{4, 6}
104	5.6790840109044325	1	1	LPAI	LPAI	{1, 2, 6, 7}
104	2.3870326313814303	4	1	HPAI	LPAI	{1}
104	1.4830226082306126	35	1	HPAI	LPAI	{4, 6, 7}
104	0.750722371910399	27	8	HPAI	LPAI	{1}
104	1.4598436821265182	1	3	HPAI	LPAI	{4, 5, 7}
104	2.64562852728767	1	2	HPAI	HPAI	{4}
104	0.44225993074297776	2	1	HPAI	HPAI	{7}
104	2.9472963874290485	1	1	LPAI	LPAI	{1, 3, 5, 6}
104	3.2128885030639367	25	2	HPAI	LPAI	{4, 6}
104	3.3375645385613097	53	6	HPAI	LPAI	{4, 5, 6}
104	232.84557761056996	364	6	unknown	LPAI	{1}
104	3.207031833481551	24	3	HPAI	LPAI	{4, 6}
104	2.929825643249842	16	1	HPAI	LPAI	{5, 6, 7}
104	3.0788982726639347	8	1	HPAI	HPAI	{1, 2, 7}
104	3.0814118681616947	1	1	HPAI	LPAI	{4}
104	2.6708752475862525	1	2	HPAI	HPAI	{1, 4}
104	2.887777179160082	4	1	HPAI	LPAI	{5, 6}
104	3.135173409881702	4	4	HPAI	LPAI	{3}
104	2.785759562356816	5	4	HPAI	LPAI	{6}
104	3.4108592973827285	1	1	LPAI	LPAI	{1, 3}
104	0.5500602498093485	1	8	HPAI	LPAI	{7}
104	3.2998272101528414	1	180	HPAI	HPAI	{1, 3, 4, 6}
104	11.92575943910441	2	1	LPAI	LPAI	{1, 5, 6}
104	158.5714702086576	1	1	LPAI	LPAI	{6}
104	1.8058744282060388	31	17	HPAI	LPAI	{6}
104	3.2907395590997908	149	31	HPAI	LPAI	{3, 4, 5, 6}
104	2.621985721052738	1	2	HPAI	HPAI	{2}
104	149.6966283249523	6	358	LPAI	LPAI	{3}
104	4.15088969433981	5	44	HPAI	LPAI	{1}
104	1.7205977362757494	6	1	HPAI	LPAI	{5, 6, 7}
104	8.86484462041011	3	1	LPAI	LPAI	{2, 3, 5, 6}
104	1.596169230163639	1	3	HPAI	LPAI	{4}
104	3.174151027951609	9	3	HPAI	HPAI	{1, 3, 5, 7}
104	2.3848083599484085	1	1	HPAI	HPAI	{3, 6}
104	0.4568771041957689	1	1	HPAI	LPAI	{1}
104	3.0211339159016006	1	2	HPAI	HPAI	{3, 5, 6, 7}
104	121.19897090291084	2	1	LPAI	LPAI	{1}
104	0.6004533853443377	1	6	HPAI	HPAI	{2, 5}
104	4.6176563712548955	1	1	LPAI	LPAI	{1, 6, 7}
104	2.815412245822472	1	2	HPAI	HPAI	{3}
104	2.686532580467258	62	2	HPAI	LPAI	{4, 5, 6, 7}
104	3.2373470515897225	1	1	HPAI	LPAI	{4, 6}
104	87.7959051686048	3	355	LPAI	LPAI	{2}
104	170.3487072811709	3	3	LPAI	unknown	{1, 2}
104	7.124634491425979	2	1	LPAI	LPAI	{1}
104	3.2546904172043014	30	23	HPAI	LPAI	{7}
104	0.5443746793746982	1	5	HPAI	LPAI	{6}
104	1.5026188171453327	1	1	HPAI	LPAI	{4}
105	2.857169898140455	4	1	HPAI	LPAI	{5, 6}
105	12.211771002862179	2	4	LPAI	LPAI	{1, 4}
105	1.636379972450868	1	3	HPAI	LPAI	{4}
105	2.642621711578272	1	2	HPAI	HPAI	{2}
105	180.11749590462034	3	3	LPAI	LPAI	{6}
105	3.295662332788993	149	31	HPAI	LPAI	{3, 4, 5, 6}
105	4.216345218724882	1	1	LPAI	LPAI	{1, 2, 4, 6}
105	3.007213728851525	1	3	LPAI	LPAI	{2, 5, 6, 7}
105	3.2206409788703922	8	1	HPAI	HPAI	{1, 2, 6, 7}
105	43.949299636380374	351	4	HPAI	LPAI	{4}
105	1.4646002694867093	1	1	HPAI	LPAI	{4, 5, 7}
105	13.06802352033344	2	1	LPAI	LPAI	{4, 7}
105	2.975351122457937	1	1	HPAI	HPAI	{3, 5, 6, 7}
105	3.1847757598587805	9	1	HPAI	HPAI	{1, 3, 5, 7}
105	0.4197012261810187	1	1	HPAI	LPAI	{1}
105	0.5380644200165534	2	1	HPAI	HPAI	{7}
105	1.8035896172398225	31	4	HPAI	LPAI	{6}
105	3.2004516211459304	25	2	HPAI	LPAI	{4, 6}
105	6.530100597494311	2	1	LPAI	LPAI	{1, 6, 7}
105	1.750818765668896	6	1	HPAI	LPAI	{5, 6, 7}
105	4.040258785190531	5	44	HPAI	LPAI	{1}
105	3.2396039243695895	24	6	HPAI	LPAI	{4, 6}
105	2.9369091182118154	1	2	LPAI	LPAI	{1, 4, 5, 6, 7}
105	2.635213400078783	1	1	HPAI	HPAI	{4}
105	3.065485876496382	1	1	HPAI	HPAI	{1, 3, 5}
105	3.254659132570623	1	1	HPAI	LPAI	{4, 6}
105	6.467208544001778	1	1	LPAI	LPAI	{2, 5, 6, 7}
105	0.9887347344733826	35	1	HPAI	LPAI	{4, 6, 7}
105	2.80214867458335	1	1	HPAI	HPAI	{3}
105	2.9400698620310095	1	1	LPAI	LPAI	{1, 3, 5, 6}
105	0.540638565952122	1	8	HPAI	LPAI	{6}
105	0.58474931584567	1	1	HPAI	HPAI	{1, 3, 5, 6}
105	2.9032439948250612	16	1	HPAI	LPAI	{5, 6, 7}
105	1.5221769847985342	1	1	HPAI	LPAI	{4}
105	0.7487619678358897	27	8	HPAI	LPAI	{1}
105	3.5174624520618636	1	1	LPAI	LPAI	{1, 3, 6}
105	11.045667266505689	1	3	LPAI	LPAI	{6}
105	3.2829462859298246	1	2	HPAI	HPAI	{3, 4, 6}
105	2.7046018973276205	1	2	HPAI	HPAI	{1, 4}
105	3.0226701228097	1	1	HPAI	LPAI	{4}
105	3.18610418155356	3	21	HPAI	LPAI	{3}
105	2.7501468667908284	5	4	HPAI	LPAI	{6}
105	3.3231251515629765	53	4	HPAI	LPAI	{4, 5, 6}
105	2.5764235429445534	4	1	HPAI	LPAI	{1}
105	2.540836400390276	62	2	HPAI	LPAI	{4, 5, 6, 7}
105	1.6872954835725977	2	2	HPAI	LPAI	{4, 6}
105	2.4523875165916706	1	1	HPAI	HPAI	{3, 6}
105	0.5684184805878658	1	1	HPAI	LPAI	{7}
105	347.50029969409326	4	2	LPAI	LPAI	{6}
105	3.259338783093085	30	6	HPAI	LPAI	{7}
106	3.1383622025684303	25	2	HPAI	LPAI	{4, 6}
106	44.32947346875312	351	4	HPAI	LPAI	{2}
106	3.325049118503898	53	4	HPAI	LPAI	{4, 5, 6}
106	2.4055395043121734	1	1	HPAI	HPAI	{3, 6}
106	1.4795193265915145	1	2	HPAI	LPAI	{4, 5, 7}
106	6.139983732790824	1	2	LPAI	LPAI	{1, 5}
106	0.7283601884399786	27	8	HPAI	LPAI	{1}
106	2.7682666227667596	5	4	HPAI	LPAI	{6}
106	2.55792150069027	1	2	HPAI	HPAI	{1, 4}
106	2.6198439967033664	1	1	HPAI	HPAI	{2}
106	3.356365035555484	1	6	HPAI	HPAI	{2, 3, 4, 6}
106	1.575817690857889	30	1	HPAI	LPAI	{6}
106	3.2469826473703165	30	23	HPAI	LPAI	{7}
106	0.5054096539462307	1	3	HPAI	LPAI	{6}
106	2.9338052310968123	1	1	HPAI	HPAI	{3, 5, 6, 7}
