iteration	time	leafsWith	leafsWithout	resultingClade	incomingClade	segments
900	2.783809926553886	1	2	HPAI	HPAI	{1, 4}
900	2.3469437439611625	1	1	HPAI	HPAI	{3, 6}
900	2.559890736453724	2	2	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
900	2.1128357723514455	1	1	LPAI	LPAI	{2, 4, 6, 7}
900	0.5893652559616953	1	3	HPAI	LPAI	{6}
900	12.711591723695392	1	2	LPAI	LPAI	{1}
900	1.687680573344494	2	1	HPAI	LPAI	{4, 6}
900	3.2651750215412108	30	6	HPAI	LPAI	{7}
900	3.030597511148187	1	1	HPAI	HPAI	{3, 5, 6, 7}
900	3.2534733852123736	25	7	HPAI	LPAI	{4, 6}
900	3.31855360607085	1	53	HPAI	HPAI	{1, 5, 7}
900	2.5326612574758087	2	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
900	1.4591857392699126	1	1	HPAI	LPAI	{4, 5, 7}
900	7.801888876219834	2	1	LPAI	LPAI	{3}
900	0.387362963925284	1	1	HPAI	LPAI	{1}
900	3.2104869805098133	1	1	LPAI	LPAI	{2, 3}
900	2.4482310859019094	1	1	LPAI	LPAI	{1, 2, 4, 7}
900	116.70208097894351	1	2	LPAI	unknown	{1}
901	215.8293104194239	364	6	unknown	LPAI	{1}
901	3.176898986113599	9	111	HPAI	HPAI	{1, 3, 5, 7}
901	0.45354997122308305	1	6	HPAI	HPAI	{1, 2, 3, 4, 7}
901	2.445337613862762	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
901	2.9087184688161756	4	1	HPAI	LPAI	{5, 6}
901	2.9997373388991946	1	2	HPAI	HPAI	{3, 5, 6, 7}
901	3.0353878953516755	1	1	HPAI	LPAI	{4}
901	1.4139504909776406	1	3	HPAI	LPAI	{4, 5, 7}
901	12.504081250704417	1	2	LPAI	LPAI	{1, 6}
901	1.7226654858058623	1	30	HPAI	LPAI	{6}
901	2.569784842381239	1	1	LPAI	LPAI	{2, 4, 6, 7}
901	1.8456340825649704	31	17	HPAI	LPAI	{6}
901	3.284478206674237	30	23	HPAI	LPAI	{7}
901	1.4765461882365116	28	2	HPAI	LPAI	{4, 6}
901	2.6664679804605953	62	2	HPAI	HPAI	{5, 6, 7}
901	2.982296632993382	16	1	HPAI	LPAI	{5, 6, 7}
901	1.6259800638780462	1	3	HPAI	LPAI	{4}
901	0.6774280368256314	8	15	HPAI	HPAI	{1, 3, 7}
901	0.42017093852314247	1	1	HPAI	LPAI	{1}
901	4.929769960925398	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
901	1.6545970471966598	6	1	HPAI	LPAI	{5, 6, 7}
901	321.8212515415628	4	2	LPAI	LPAI	{1}
901	3.345340953102209	1	53	HPAI	HPAI	{2, 5, 7}
901	1.1149955301912087	35	1	HPAI	LPAI	{6, 7}
901	2.7949723510465105	7	4	HPAI	LPAI	{6}
901	1.5089865520915282	1	1	HPAI	LPAI	{4}
901	2.4212384362547823	1	1	LPAI	LPAI	{1, 2, 4, 7}
901	6.928639056730276	2	1	LPAI	LPAI	{1}
901	3.047028470175974	4	2	HPAI	LPAI	{3}
901	3.4435497947834506	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
901	96.29805609660815	355	3	unknown	LPAI	{1}
901	2.2652888356828953	2	4	HPAI	HPAI	{1, 2, 3, 4, 5, 6, 7}
901	3.070820947711809	1	1	HPAI	HPAI	{2, 5, 7}
901	171.77717040569843	1	1	LPAI	unknown	{2}
901	3.9605370991577047	1	1	LPAI	LPAI	{1, 3}
901	3.257659476881429	149	25	HPAI	LPAI	{3, 4, 5, 6}
901	3.2578701174106186	174	7	HPAI	LPAI	{4, 6}
901	2.4605806402819894	1	1	HPAI	HPAI	{3, 6}
901	1.713522856025179	2	1	HPAI	LPAI	{4, 6}
901	2.6852905529780173	1	2	HPAI	HPAI	{1, 4}
901	3.1790881245388505	25	2	HPAI	LPAI	{4, 6}
901	3.416260882185611	54	213	HPAI	LPAI	{4, 5, 6}
901	0.5768363147137165	1	1	HPAI	LPAI	{7}
901	2.629037868620401	1	1	HPAI	HPAI	{2}
901	13.238567880620451	4	2	LPAI	HPAI	{1, 5}
901	0.5689981988725776	1	8	HPAI	LPAI	{6}
901	2.7069190221774875	2	2	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
901	0.6422393887144722	2	2	HPAI	HPAI	{1, 2, 4, 5, 6}
901	8.742524346296989	1	1	LPAI	LPAI	{4}
902	3.066723925814813	1	1	HPAI	HPAI	{2, 5, 7}
902	3.2197071209264436	9	140	HPAI	HPAI	{3, 5}
902	1.6122201587703557	2	1	HPAI	LPAI	{4, 6}
902	3.028001524903857	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
902	1.386767619032696	1	1	HPAI	LPAI	{4, 5, 7}
902	1.1024918146750338	35	1	HPAI	LPAI	{6, 7}
902	5.5237534315123185	1	1	LPAI	LPAI	{3, 4, 5, 7}
902	2.806055253618865	4	1	HPAI	LPAI	{5, 6}
902	2.4264322830339893	1	1	HPAI	HPAI	{3, 6}
902	3.370566269816891	54	8	HPAI	LPAI	{4, 5, 6}
902	149.38341654374747	1	1	LPAI	LPAI	{2}
902	0.5670251020590626	1	2	HPAI	LPAI	{7}
902	2.7744568948526194	1	2	HPAI	HPAI	{1, 4}
902	3.0240444657970897	1	2	HPAI	HPAI	{3, 5, 6, 7}
902	0.70351739978247	8	27	HPAI	HPAI	{1, 7}
902	2.6353300814367913	1	3	HPAI	HPAI	{2}
902	266.24714047300824	4	2	LPAI	LPAI	{5}
902	12.236964021886536	4	2	LPAI	HPAI	{1}
902	1.7683143301387645	1	30	HPAI	LPAI	{6}
902	2.460215361630219	1	1	LPAI	LPAI	{1, 2, 4, 7}
902	0.5794280207485372	1	3	HPAI	LPAI	{6}
902	2.242350457494581	2	1	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
902	5.100031344760282	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
902	1.8330766360198822	31	17	HPAI	LPAI	{6}
902	3.2367444152603753	25	2	HPAI	HPAI	{2, 4, 6}
902	3.286447408714878	30	23	HPAI	LPAI	{7}
902	1.471072503586072	1	1	HPAI	LPAI	{4}
902	0.47603048999872044	2	1	HPAI	HPAI	{1, 2, 5, 7}
902	2.953123292683358	16	1	HPAI	LPAI	{5, 6, 7}
902	2.9997080882644127	1	1	HPAI	LPAI	{4}
902	2.630151217162336	62	2	HPAI	LPAI	{5, 6}
902	3.3419168571888918	1	53	HPAI	HPAI	{1, 5, 7}
902	1.6386637310623655	1	8	HPAI	LPAI	{4}
902	2.200631942242808	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
902	8.175613933260877	1	1	LPAI	LPAI	{5, 7}
902	0.4273505230713113	1	1	HPAI	LPAI	{1}
902	1.8981123461563243	6	1	HPAI	LPAI	{5, 6, 7}
902	45.29035868332244	4	351	LPAI	LPAI	{4, 7}
902	3.095553867454555	4	2	HPAI	LPAI	{3}
902	3.118231476848564	1	22	HPAI	HPAI	{1, 4}
902	1.5090039015137222	28	2	HPAI	LPAI	{4, 6}
902	112.76147062397624	2	1	LPAI	LPAI	{1}
902	2.8339878115892247	7	4	HPAI	LPAI	{6}
903	1.3908267132395622	1	2	HPAI	LPAI	{4, 5, 7}
903	1.6612208655593008	1	3	HPAI	LPAI	{4}
903	11.5396908943016	4	2	LPAI	HPAI	{1, 4, 7}
903	247.005390456482	364	6	unknown	LPAI	{1, 2}
903	0.7101333889557395	8	12	HPAI	HPAI	{1, 2, 3, 6, 7}
903	3.0017805606736943	1	1	HPAI	LPAI	{4}
903	0.4417132718190828	1	1	HPAI	LPAI	{1}
903	4.74146955806026	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
903	2.9051175241285137	1	1	HPAI	HPAI	{3, 5, 6, 7}
903	2.704793514929463	62	2	HPAI	LPAI	{5, 6}
903	0.5191479341353329	2	1	HPAI	HPAI	{7}
903	1.9496464567744738	6	1	HPAI	LPAI	{5, 6, 7}
903	1.8553810511254483	31	17	HPAI	LPAI	{6}
903	2.7969134685072845	5	3	HPAI	LPAI	{6}
903	1.7611474552814457	1	30	HPAI	LPAI	{6}
903	3.2688504048859386	25	2	HPAI	LPAI	{4, 6}
903	3.438923566512301	1	10	HPAI	HPAI	{1, 2, 6, 7}
903	2.52935008314671	1	1	LPAI	LPAI	{1, 2, 4, 7}
903	2.9838816064442995	16	1	HPAI	LPAI	{5, 6, 7}
903	3.2581611210875394	25	156	HPAI	LPAI	{4, 6}
903	2.4610327163835564	1	1	HPAI	HPAI	{3, 6}
903	2.987765670180238	1	1	HPAI	HPAI	{2, 5, 7}
903	31.825607365782105	3	1	LPAI	LPAI	{1}
903	2.579024678146766	1	2	HPAI	HPAI	{1, 4}
903	3.191370985600429	22	1	HPAI	HPAI	{3, 4, 5, 6, 7}
903	12.507882191679244	1	2	LPAI	LPAI	{1}
903	8.361761456031502	1	1	LPAI	LPAI	{6}
903	2.899209432417024	1	3	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
903	1.6850328774214063	2	1	HPAI	LPAI	{4, 6}
903	0.5502422905075264	1	1	HPAI	LPAI	{7}
903	1.4719493781676647	1	1	HPAI	LPAI	{4}
903	3.2817300732306194	30	23	HPAI	LPAI	{7}
903	3.360492125652968	1	9	HPAI	HPAI	{1, 2, 7}
903	3.0684432406336555	4	2	HPAI	LPAI	{3}
903	1.077913069659985	35	1	HPAI	LPAI	{6, 7}
903	2.8203157609074765	4	1	HPAI	LPAI	{5, 6}
903	3.3514826971694447	54	6	HPAI	LPAI	{4, 5, 6}
903	3.032299069863541	2	1	HPAI	HPAI	{1, 4, 5}
903	3.0261109779224284	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
903	1.4507877967417926	28	2	HPAI	LPAI	{4, 6}
903	3.2055636312496176	9	113	HPAI	HPAI	{1, 3, 5, 7}
903	2.4904790992018206	1	1	LPAI	LPAI	{2, 4, 6, 7}
903	2.7640480180529607	1	2	LPAI	LPAI	{2, 6}
903	2.638840626809724	1	1	HPAI	HPAI	{2}
903	0.562798786038627	1	3	HPAI	LPAI	{6}
903	3.312955347072773	1	53	HPAI	HPAI	{1, 5, 7}
903	3.2564838185135727	149	7	HPAI	LPAI	{3, 4, 5, 6}
904	5.510642718073541	1	1	LPAI	LPAI	{3, 4, 5, 7}
904	1.5733710038693403	28	2	HPAI	LPAI	{4, 6}
904	3.045895881721151	1	2	HPAI	HPAI	{3, 5, 6, 7}
904	3.0533830425378596	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
904	3.141924569668447	4	5	HPAI	LPAI	{3}
904	0.40745702464556643	1	1	HPAI	LPAI	{1}
904	1.6450883014963438	2	2	HPAI	LPAI	{4, 6}
904	1.3459340671763016	1	1	HPAI	LPAI	{4, 5, 7}
904	3.3034694235216193	1	1	HPAI	HPAI	{3, 4, 6}
904	2.8497210126589607	16	1	HPAI	LPAI	{5, 6, 7}
904	3.0432316881793327	1	3	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
904	9.342370989712776	1	1	LPAI	HPAI	{1}
904	3.922694427842373	1	1	LPAI	LPAI	{1, 4}
904	45.288716494763264	351	4	HPAI	LPAI	{1}
904	3.279128826667545	30	17	HPAI	LPAI	{7}
904	3.110253791618959	1	1	HPAI	HPAI	{2, 5, 7}
904	1.861988729221764	6	1	HPAI	LPAI	{5, 6, 7}
904	3.397831928893538	53	10	HPAI	LPAI	{4, 5, 6}
904	3.156143040105917	25	2	HPAI	LPAI	{4, 6}
904	3.4070261222934164	1	1	HPAI	HPAI	{1, 2, 4, 6, 7}
904	3.2694322450382742	25	1	HPAI	LPAI	{4, 6}
904	2.8159460240616454	5	3	HPAI	LPAI	{6}
904	2.3259595680190728	1	1	LPAI	LPAI	{2, 4, 6, 7}
904	13.771494617656288	4	2	LPAI	LPAI	{1, 3, 6}
904	1.6607133832457635	1	3	HPAI	LPAI	{4}
904	2.880343886313028	1	2	LPAI	LPAI	{3}
904	2.887728643551384	4	1	HPAI	LPAI	{5, 6}
904	4.941787245349872	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
904	2.3677565380936016	1	1	LPAI	LPAI	{1, 2, 4, 7}
904	2.6631643866331274	62	2	HPAI	LPAI	{5, 6}
904	0.5722425276831018	1	3	HPAI	LPAI	{7}
904	0.5800869471854639	1	5	HPAI	LPAI	{6}
904	2.6877152998652605	1	3	HPAI	HPAI	{2}
904	0.47396584654393337	2	1	HPAI	HPAI	{3, 5, 7}
904	2.4094716087492998	1	1	HPAI	HPAI	{3, 6}
904	4.522721766624159	1	1	LPAI	LPAI	{5, 6, 7}
904	0.730270545315534	8	27	HPAI	HPAI	{1, 5, 7}
904	27.847872135674606	1	3	LPAI	LPAI	{5}
904	2.8007225563237057	1	2	HPAI	HPAI	{1, 4}
904	0.975459295124665	35	1	HPAI	LPAI	{6, 7}
904	2.9944386609979006	1	1	HPAI	LPAI	{4}
904	3.0350803314022983	2	1	HPAI	HPAI	{2, 3}
904	1.4220206156653603	1	1	HPAI	LPAI	{4}
904	3.224650834697968	9	3	HPAI	HPAI	{1, 3, 5, 7}
904	3.3053145774591144	149	26	HPAI	LPAI	{3, 4, 5, 6}
904	101.74383142628858	1	2	LPAI	LPAI	{1}
905	3.777156896332656	1	1	LPAI	LPAI	{1, 4}
905	2.908362522765401	16	1	HPAI	LPAI	{5, 6, 7}
905	3.294419874821074	25	6	HPAI	LPAI	{4, 6}
905	1.7721690449949392	6	1	HPAI	LPAI	{5, 6, 7}
905	2.874185688435716	4	1	HPAI	LPAI	{5, 6}
905	3.1676705656192894	9	3	HPAI	HPAI	{1, 3, 5, 7}
905	1.4412808726661979	28	2	HPAI	LPAI	{4, 6}
905	1.652645883062462	1	7	HPAI	LPAI	{4}
905	2.7138460213998883	1	2	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
905	2.683952635136336	1	1	HPAI	HPAI	{2}
905	32.59387654849871	3	1	LPAI	LPAI	{1}
905	4.98999648402787	1	1	LPAI	LPAI	{5, 6, 7}
905	4.897007049635874	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
905	0.4068943113437058	2	1	HPAI	HPAI	{5, 6, 7}
905	3.4227470226889523	54	4	HPAI	LPAI	{4, 5, 6}
905	2.9859013879395775	1	1	HPAI	HPAI	{1, 2, 3, 5, 6}
905	3.2948663268683163	149	31	HPAI	LPAI	{3, 4, 5, 6}
905	111.68624703958008	2	1	LPAI	LPAI	{1}
905	3.0334941422677275	1	2	HPAI	HPAI	{3, 5, 6, 7}
905	2.667758207691122	62	2	HPAI	LPAI	{5, 6}
905	3.2912093177836255	30	23	HPAI	LPAI	{7}
905	2.3020604016846278	1	1	LPAI	LPAI	{2, 4, 6, 7}
905	1.2904658724254432	35	1	HPAI	LPAI	{6, 7}
905	1.497029245607905	1	1	HPAI	LPAI	{4}
905	3.102861132764758	1	2	HPAI	HPAI	{2, 5, 7}
905	2.8349040481157886	5	4	HPAI	LPAI	{6}
905	3.33339175890859	1	53	HPAI	HPAI	{3, 5, 7}
905	12.202231664049577	1	2	LPAI	LPAI	{1}
905	1.401754242542495	1	3	HPAI	LPAI	{4, 5, 7}
905	5.552379886252595	1	1	LPAI	LPAI	{3, 4, 5, 7}
905	2.8869237859034342	1	3	LPAI	LPAI	{3}
905	0.5573452255017628	1	3	HPAI	LPAI	{4, 7}
905	10.149796664098062	3	1	LPAI	LPAI	{1}
905	1.616240809764463	2	1	HPAI	LPAI	{4, 6}
905	3.481243151224419	1	1	HPAI	HPAI	{4, 6, 7}
905	3.0454626121686488	1	1	HPAI	LPAI	{4}
905	85.18939620870253	3	355	LPAI	LPAI	{3}
905	3.1542244349861903	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
905	173.00948405063411	1	1	LPAI	LPAI	{6}
905	44.736922860710195	351	4	HPAI	LPAI	{1}
905	2.380729787174687	1	1	HPAI	HPAI	{3, 6}
905	12.160445684092394	4	2	LPAI	LPAI	{1, 6}
905	3.2107549743888626	25	2	HPAI	LPAI	{4, 6}
905	2.760998471015114	1	2	HPAI	HPAI	{1, 4}
905	0.440414510342066	1	1	HPAI	LPAI	{1}
905	2.9921415702209515	1	1	HPAI	HPAI	{2, 4, 5, 7}
905	3.0970519585744114	4	4	HPAI	LPAI	{3}
905	219.0326906455816	6	364	LPAI	LPAI	{6}
905	2.2783767623707263	1	1	LPAI	LPAI	{1, 2, 3, 4, 7}
905	0.5759830674288082	1	5	HPAI	LPAI	{6}
905	148.45390474286543	3	3	LPAI	LPAI	{7}
906	228.01231184519781	6	364	LPAI	LPAI	{1}
906	2.917354255963687	4	1	HPAI	LPAI	{5, 6}
906	5.067764265567121	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
906	3.093619984718657	1	1	HPAI	HPAI	{2, 5, 7}
906	1.392235840024	1	1	HPAI	LPAI	{4, 5, 7}
906	0.45600005747144223	2	1	HPAI	HPAI	{1, 3, 5, 6, 7}
906	2.723276063867729	1	2	HPAI	HPAI	{1, 4}
906	3.2862934852532817	30	17	HPAI	LPAI	{7}
906	2.1874089453335728	1	1	LPAI	LPAI	{1, 2, 4, 7}
906	3.0271473003339224	1	1	HPAI	HPAI	{1, 5, 6, 7}
906	92.19723980615208	3	355	LPAI	LPAI	{1}
906	2.7545935142223925	5	4	HPAI	LPAI	{6}
906	3.2149813291008513	25	2	HPAI	LPAI	{4, 6}
906	1.625692962781045	2	1	HPAI	LPAI	{4, 6}
906	3.0535294427363624	1	1	HPAI	LPAI	{4}
906	3.4071107288258418	53	224	HPAI	LPAI	{4, 5, 6}
906	2.266421863790015	1	1	LPAI	LPAI	{2, 4, 6, 7}
906	3.577786398671151	1	1	HPAI	HPAI	{1, 2, 6, 7}
906	160.09052632161593	3	3	LPAI	LPAI	{2, 7}
906	2.4580052230961655	1	2	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
906	7.653245900924389	2	1	LPAI	LPAI	{4, 5}
906	26.58176372655862	3	1	LPAI	LPAI	{1, 3}
906	1.477903380591556	1	1	HPAI	LPAI	{4}
906	1.652906900228345	1	3	HPAI	LPAI	{4}
906	2.4179283377661704	1	1	HPAI	HPAI	{3, 6}
906	2.8649816580315246	1	3	LPAI	LPAI	{3}
906	2.8944604725402314	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
906	0.4426062737331904	1	1	HPAI	LPAI	{1}
906	3.292729300846645	149	31	HPAI	LPAI	{3, 4, 5, 6}
906	3.1669953982025163	9	1	HPAI	HPAI	{3, 5, 7}
906	3.339586442823247	1	1	HPAI	HPAI	{4, 6}
906	1.5700784300206578	6	1	HPAI	LPAI	{5, 6, 7}
906	3.8176294452451884	1	1	LPAI	LPAI	{4}
906	1.1625127769972323	35	1	HPAI	LPAI	{6, 7}
906	2.873612236052054	16	1	HPAI	LPAI	{5, 6, 7}
906	3.121032028399668	1	8	HPAI	HPAI	{1, 2, 3, 4, 5, 7}
906	2.7197249022506185	1	3	HPAI	HPAI	{2}
906	2.9096938205359493	1	1	HPAI	HPAI	{3, 5, 6, 7}
906	1.5010164800218035	28	2	HPAI	LPAI	{4, 6}
906	3.263100439587788	25	6	HPAI	LPAI	{4, 6}
906	2.667076539809841	62	2	HPAI	LPAI	{5, 6}
906	3.1418839452026077	4	13	HPAI	LPAI	{3}
906	0.5603625463452317	1	8	HPAI	LPAI	{6}
907	2.2694735021383394	1	1	LPAI	LPAI	{1, 2, 3, 4, 7}
907	1.0482347319555174	35	1	HPAI	LPAI	{6, 7}
907	3.0446702872154674	1	1	HPAI	HPAI	{2, 3, 5, 7}
907	2.914205376079508	4	1	HPAI	LPAI	{5, 6}
907	1.7476941010753535	6	1	HPAI	LPAI	{5, 6, 7}
907	5.094846896845752	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
907	2.4230902145561686	1	1	LPAI	LPAI	{2, 4, 6, 7}
907	2.882741078595018	1	16	HPAI	HPAI	{1, 2, 4}
907	3.9922559599783654	1	1	LPAI	LPAI	{2}
907	0.37672016337137393	1	1	HPAI	LPAI	{1}
907	2.978347358271435	1	3	LPAI	LPAI	{2, 3, 6}
907	2.83595794712312	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
907	8.645088278595495	1	2	LPAI	LPAI	{1, 3, 6, 7}
907	3.232814657776885	25	2	HPAI	LPAI	{4, 6}
907	2.77597070501281	5	3	HPAI	LPAI	{6}
907	7.798497340707627	2	1	LPAI	HPAI	{1}
907	7.6667565418724735	2	1	LPAI	LPAI	{6}
907	3.2434775184286764	25	2	HPAI	LPAI	{4, 6}
907	2.7348964507425535	1	2	HPAI	HPAI	{1, 4}
907	243.645715343284	6	364	LPAI	LPAI	{2}
907	3.1918483716103765	9	4	HPAI	HPAI	{1, 3, 5, 7}
907	46.319543727476685	351	4	HPAI	LPAI	{1}
907	12.734955111285785	1	2	LPAI	HPAI	{1}
907	1.500798873687586	1	2	HPAI	LPAI	{4, 5, 7}
907	1.547983910233711	1	2	HPAI	HPAI	{2}
907	2.9691874623651984	17	1	HPAI	LPAI	{5, 6, 7}
907	1.6324659811252786	1	3	HPAI	LPAI	{4}
907	89.20442829542401	355	3	unknown	unknown	{6}
907	3.257055316541141	149	4	HPAI	LPAI	{3, 4, 5, 6}
907	2.616743712003199	62	2	HPAI	LPAI	{5, 6}
907	3.401596406658882	53	4	HPAI	LPAI	{4, 5, 6}
907	2.6234423450846407	1	2	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
907	3.082176402791106	4	3	HPAI	LPAI	{3}
907	3.312539976548692	30	23	HPAI	LPAI	{7}
907	0.700237493962959	8	10	HPAI	HPAI	{1, 6, 7}
907	2.3951906627289645	1	1	HPAI	HPAI	{3, 6}
907	1.596200807932405	2	1	HPAI	LPAI	{4, 6}
907	0.6896910289749485	2	9	HPAI	HPAI	{1, 4, 5, 6}
907	3.506423423822298	1	3	HPAI	HPAI	{1, 2, 4, 6, 7}
907	0.4916507098381544	1	3	HPAI	LPAI	{6}
907	3.0411102548306417	1	1	HPAI	LPAI	{4}
907	1.5436488508008779	1	1	HPAI	LPAI	{4}
907	2.701732960968684	1	1	HPAI	HPAI	{2}
907	1.4787016347642066	28	2	HPAI	LPAI	{4, 6}
907	3.2454312217097367	1	1	HPAI	HPAI	{4, 6}
908	3.233091593015729	25	2	HPAI	LPAI	{4, 6}
908	2.1097413494995294	6	1	HPAI	LPAI	{5, 6, 7}
908	2.698824065932399	1	1	LPAI	LPAI	{2, 4, 6, 7}
908	5.001261080212032	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
908	1.378044846727164	35	1	HPAI	LPAI	{6, 7}
908	3.2244030780578896	149	2	HPAI	LPAI	{3, 4, 5, 6}
908	43.671505415578224	351	4	HPAI	unknown	{1}
908	3.393166155860058	53	4	HPAI	LPAI	{4, 5, 6}
908	1.4365439511500995	28	2	HPAI	LPAI	{4, 6}
908	12.789726515774817	4	2	LPAI	LPAI	{1, 6}
908	1.5756160770148426	2	1	HPAI	LPAI	{4, 6}
908	2.9769553604357384	1	1	HPAI	HPAI	{3, 5, 6, 7}
908	2.816334391618284	5	4	HPAI	LPAI	{6}
908	1.681436781935247	1	1	HPAI	LPAI	{4}
908	2.9588400403636683	16	1	HPAI	LPAI	{5, 6, 7}
908	3.1826304999824515	9	24	HPAI	HPAI	{1, 3, 5, 7}
908	2.733607725495858	1	3	HPAI	HPAI	{2}
908	2.7897515548863225	4	1	HPAI	LPAI	{5, 6}
908	2.6648045655458077	62	2	HPAI	LPAI	{5, 6}
908	2.701957656046716	1	2	HPAI	HPAI	{1, 4}
908	367.3482552307794	370	6	unknown	LPAI	{5}
908	0.49816835406460314	1	3	HPAI	LPAI	{6}
908	121.90643805589633	1	2	LPAI	LPAI	{1, 3}
908	3.025956491025511	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6}
908	0.4292666850832916	1	1	HPAI	LPAI	{1}
908	2.1887451551513095	1	1	LPAI	LPAI	{1, 2, 3, 4, 7}
908	0.49091573434441216	2	1	HPAI	HPAI	{1, 5, 7}
908	2.438465035140837	1	1	HPAI	HPAI	{3, 6}
908	1.4798677916816132	1	2	HPAI	LPAI	{4, 5, 7}
908	3.267471676802643	30	17	HPAI	LPAI	{7}
908	3.15483941183885	4	17	HPAI	LPAI	{3}
908	3.0793211337995103	1	1	HPAI	LPAI	{4}
908	2.9386059122020924	2	2	LPAI	LPAI	{2, 3, 6}
908	3.235113071275464	25	2	HPAI	LPAI	{4, 6}
908	3.1808648026778883	1	1	HPAI	HPAI	{1, 2, 3, 4, 6}
908	141.30975525771748	6	358	LPAI	LPAI	{1, 4, 5, 7}
908	3.4409377529426024	1	1	HPAI	HPAI	{1, 4, 6, 7}
908	1.6600112195732208	1	3	HPAI	LPAI	{4}
908	2.731960297835485	1	11	HPAI	HPAI	{4}
908	0.5312991847089279	1	4	HPAI	LPAI	{4, 7}
909	1.8574628740494177	6	1	HPAI	LPAI	{5, 6, 7}
909	3.061260150994599	1	1	HPAI	HPAI	{2, 5, 7}
909	2.669392283017146	1	2	HPAI	HPAI	{1, 4}
909	2.638595260312286	1	1	HPAI	HPAI	{2}
909	2.2737198293350502	1	1	LPAI	LPAI	{1, 2, 4, 7}
909	2.6285426733849135	1	2	LPAI	LPAI	{2, 4, 6, 7}
909	0.546115963139016	1	4	HPAI	LPAI	{7}
909	0.524242918543905	1	3	HPAI	LPAI	{6}
909	3.2693697300056783	30	23	HPAI	LPAI	{7}
909	0.48177710882936253	2	1	HPAI	HPAI	{2, 5, 7}
909	2.7302402812375703	3	1	LPAI	LPAI	{2, 3, 6}
909	244.0683795664456	6	364	LPAI	LPAI	{3, 4, 7}
909	11.98436666576896	1	2	LPAI	LPAI	{2, 3, 4, 5}
909	1.6317686147892232	1	3	HPAI	LPAI	{4}
909	34.61107955365958	1	3	LPAI	LPAI	{1}
909	2.4305551821238396	1	1	HPAI	HPAI	{3, 6}
909	3.527509682466018	1	1	HPAI	HPAI	{1, 4, 6, 7}
909	5.043223444619173	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
909	2.996143110525395	1	1	HPAI	LPAI	{4}
909	11.082207197419336	3	1	LPAI	LPAI	{6}
909	2.968340611130884	1	1	HPAI	HPAI	{3, 5, 6, 7}
909	2.912736462201167	4	1	HPAI	LPAI	{5, 6}
909	3.1061810438015414	1	16	HPAI	HPAI	{1, 2, 3, 5, 6, 7}
909	51.0268553745704	4	351	LPAI	unknown	{4, 6}
909	174.25759915680317	3	3	LPAI	LPAI	{1}
909	1.4612442910100185	28	2	HPAI	LPAI	{4, 6}
909	1.4071076705358792	35	1	HPAI	LPAI	{6, 7}
909	2.998154075343564	15	1	HPAI	LPAI	{5, 6, 7}
909	1.4936422687464983	1	3	HPAI	LPAI	{4, 5, 7}
909	0.7487054593178186	8	12	HPAI	HPAI	{1, 3}
909	11.772467547844883	4	2	LPAI	LPAI	{1}
909	2.7359351828974923	4	1	HPAI	HPAI	{1, 2}
909	2.7870438828016972	5	4	HPAI	LPAI	{6}
909	3.1968794059760057	25	1	HPAI	LPAI	{4, 6}
909	3.2405991605135114	1	27	HPAI	HPAI	{2, 4, 6}
909	1.510168476647607	1	1	HPAI	LPAI	{4}
909	3.414179240089652	53	224	HPAI	LPAI	{4, 5, 6}
909	1.603477836373031	2	1	HPAI	LPAI	{4, 6}
909	3.2078358240203215	25	2	HPAI	LPAI	{4, 6}
909	2.6655045658293943	62	2	HPAI	LPAI	{5, 6}
909	145.37654256249033	1	1	LPAI	LPAI	{6}
909	3.237502779316401	149	30	HPAI	LPAI	{3, 4, 5, 6}
