Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/27/22,Carignan
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/6/22,Dead,Confirmed,H5N1,Fully Eurasian,5/4/22,New London
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Enniskillen No. 3
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Kindersley No. 290
Quebec,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/17/22,Wotton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/8/22,Caledon
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Sherwood No. 159
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Kindersley No. 290
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Fully Eurasian,2/22/23,Kindersley No. 290
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/4/23,Saint-Jean-sur-Richelieu
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Kindersley No. 290
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Moose Jaw No. 161
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Kindersley No. 290
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,4/7/22,Dead,Confirmed,H5N1,Fully Eurasian,5/10/22,Loyalist
Quebec,Mallard,Anas platyrhynchos,Avian,Waterfowl,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/27/22,Saint-Eustache
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Toronto
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/7/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Edmonton
Nova Scotia,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/7/22,Dead,Confirmed,H5N1,fully Eurasian,5/30/22,Cape Breton
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/7/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Edmonton
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/27/22,Longueuil
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/8/22,Noyan
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/8/22,North Qu'Appelle No. 187
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Saskatchewan,Ross's Goose,Anser rossii,Avian,Waterfowl,4/8/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,10/3/23,Morris No. 312
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,10/3/23,Morris No. 312
Manitoba,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/14/22,Brenda-Waskada
Saskatchewan,Ross's Goose,Anser rossii,Avian,Waterfowl,4/8/22,Live,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Saskatoon
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/4/22,West River
Saskatchewan,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Coalfields No. 4
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Granby
Manitoba,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/14/22,Brenda-Waskada
Manitoba,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/14/22,Brenda-Waskada
Manitoba,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/14/22,Brenda-Waskada
Newfoundland and Labrador,Common Merganser,Mergus merganser,Avian,Waterfowl,4/8/22,Euthanized,Confirmed,H5N1,Fully Eurasian,1/16/23,"Division No.  5, Subd. E"
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/23/22,Beauharnois
Saskatchewan,Ross's Goose,Anser rossii,Avian,Waterfowl,4/8/22,Live,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Saskatoon
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Piapot No. 110
Quebec,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Saint-David
Saskatchewan,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Morse No. 165
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/2/22,Plympton-Wyoming
Manitoba,Rough-Legged Hawk,Buteo lagopus,Avian,Raptor,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Ritchot
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Saskatchewan,Barred Owl,Strix varia,Avian,Raptor,4/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Paddockwood No. 520
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Eye Hill No. 382
Saskatchewan,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Senlac No. 411
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Senlac No. 411
Saskatchewan,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Senlac No. 411
Saskatchewan,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Senlac No. 411
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Eye Hill No. 382
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Eye Hill No. 382
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Baie-du-Febvre
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Baie-du-Febvre
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Baie-du-Febvre
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Baie-du-Febvre
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Eye Hill No. 382
Nova Scotia,Iceland Gull,Larus glaucoides,Avian,Seabird,4/11/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Cape Breton
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/11/22,Dead,Confirmed,H5N1,Fully Eurasian,5/4/22,Charlottetown
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Newmarket
Manitoba,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Louise
New Brunswick,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/11/22,Dead,Confirmed,H5N1,Fully Eurasian,1/16/23,Saint Marys
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/11/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Calgary
New Brunswick,Canada Goose,Branta canadensis,Avian,Waterfowl,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/16/22,Perth
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/11/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Calgary
Saskatchewan,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Saskatoon
Saskatchewan,Rock Pigeon,Columba livia,Avian,Other,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Saskatoon
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Elcapo No. 154
Manitoba,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/27/22,Killarney - Turtle Mountain
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Sainte-Anne-de-Sorel
New Brunswick,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/12/22,Dead,Confirmed,H5N1,Fully Eurasian,12/7/22,Coverdale
Saskatchewan,Ross's Goose,Anser rossii,Avian,Waterfowl,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,McCraney No. 282
Quebec,Cackling Goose,Branta hutchinsii,Avian,Waterfowl,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/9/22,Saint-Denis-sur-Richelieu
Ontario,Red Fox,Vulpes vulpes,Mammal,,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/2/22,Perth South
Ontario,Red Fox,Vulpes vulpes,Mammal,,4/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/2/22,Perth South
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/23/22,Danville
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/7/23,Toronto
Quebec,Mallard,Anas platyrhynchos,Avian,Waterfowl,4/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/15/22,Trois-Rivières
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/8/22,Mont-Saint-Grégoire
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,South Stormont
Saskatchewan,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/7/22,Saskatoon
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Ottawa
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/14/22,Saint-Eustache
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/14/22,Saint-Jérôme
Ontario,Green-Winged Teal,Anas carolinensis,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/6/22,Norfolk County
Ontario,Mink,Neovison vison,Mammal,,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/1/22,West Grey
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Lake of the Rivers No. 72
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Saskatchewan,Ross's Goose,Anser rossii,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/31/22,Lake of the Rivers No. 72
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/23,Perth East
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Vaughan
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Central Huron
Manitoba,Peregrine Falcon,Falco peregrinus,Avian,Raptor,4/15/22,Live,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Winnipeg
Ontario,Red Fox,Vulpes vulpes,Mammal,,4/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/25/22,Vaughan
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,4/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/24/23,Guelph/Eramosa
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Leamington
Ontario,Green-Winged Teal,Anas carolinensis,Avian,Waterfowl,4/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/6/22,Norfolk County
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Montréal
Manitoba,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Ritchot
Quebec,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/15/22,Saint-Antoine-de-Tilly
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/8/22,Kindersley No. 290
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,London
Saskatchewan,Common Raven,Corvus corax,Avian,Corvid,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/7/22,Saskatoon
Quebec,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/27/22,Saint-Joseph-du-Lac
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,4/17/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Leamington
Saskatchewan,Canada Goose,Branta canadensis,Avian,Waterfowl,4/18/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/18/22,Rudy No. 284
Saskatchewan,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/18/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/7/22,Saskatoon
Saskatchewan,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/18/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Ituna Bon Accord No. 246
Saskatchewan,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/19/22,Dead,Confirmed,H5N1,Unknown,8/29/22,Rosthern No. 403
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Rocky View County
Saskatchewan,Black-billed Magpie,Pica hudsonia,Avian,Corvid,4/19/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,McCraney No. 282
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/19/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Lake of the Rivers No. 72
Nova Scotia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/19/22,Dead,Confirmed,H5N1,Fully Eurasian,1/16/23,"Kings, Subd. B"
Prince Edward Island,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/19/22,Dead,Confirmed,H5N1,Fully Eurasian,1/16/23,West River
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Calgary
Alberta,Peregrine Falcon,Falco peregrinus,Avian,Raptor,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Edmonton
Manitoba,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/27/22,Pipestone
Manitoba,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/27/22,Winnipeg
Ontario,Common Raven,Corvus corax,Avian,Corvid,4/20/22,Dead,Confirmed,H5N1,Fully Eurasian,3/7/23,Greater Sudbury / Grand Sudbury
Ontario,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Pickering
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Calgary
Alberta,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Edmonton
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Lethbridge County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Cypress County
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/1/22,Lambton Shores
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/30/22,Lévis
Alberta,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Camrose County
Alberta,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Wainwright No. 61
Saskatchewan,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Martin No. 122
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/17/22,Farnham
Newfoundland and Labrador,Iceland Gull,Larus glaucoides,Avian,Seabird,4/20/22,Dead,Confirmed,H5N1,Fully Eurasian,5/24/22,"Division No. 11, Subd. C"
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,4/21/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Rocky View County
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
British Columbia,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Delta
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Delta
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/21/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Strathcona County
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/21/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Wheatland County
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Quebec,Rough-Legged Hawk,Buteo lagopus,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/23/22,Yamaska
New Brunswick,Canada Goose,Branta canadensis,Avian,Waterfowl,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Beresford
Saskatchewan,Black-billed Magpie,Pica hudsonia,Avian,Corvid,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Loreburn No. 254
Manitoba,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/27/22,Hamiota
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Saskatchewan,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Leask No. 464
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Old Post No. 43
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/21/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Senlac No. 411
Quebec,Turkey Vulture,Cathartes aura,Avian,Raptor,4/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/1/22,Sainte-Angèle-de-Monnoir
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Manitou Lake No. 442
Ontario,Wood Duck,Aix sponsa,Avian,Waterfowl,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/7/23,Norfolk County
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/17/22,Saint-Jean-Baptiste
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Live,Confirmed,H5N1,Reassortment EU&NA,10/4/23,Manitou Lake No. 442
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Fully Eurasian,1/16/23,"East River, Part 1"
Manitoba,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,St. Andrews
Manitoba,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,Killarney - Turtle Mountain
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,10/3/23,Colonsay No. 342
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,10/3/23,Colonsay No. 342
Saskatchewan,Black-billed Magpie,Pica hudsonia,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Rudy No. 284
Manitoba,Canada Goose,Branta canadensis,Avian,Waterfowl,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/29/22,St. Andrews
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,4/22/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,Halifax
Saskatchewan,Great Horned Owl,Bubo virginianus,Avian,Raptor,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Grandview No. 349
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Chatham-Kent
Saskatchewan,Rough-Legged Hawk,Buteo lagopus,Avian,Raptor,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Sherwood No. 159
Saskatchewan,American Crow,Corvus brachyrhynchos,Avian,Corvid,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Abernethy No. 186
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Saskatchewan,Canada Goose,Branta canadensis,Avian,Waterfowl,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Saskatoon
Saskatchewan,Snow Goose,Anser caerulescens,Avian,Waterfowl,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Kindersley No. 290
Ontario,Red Fox,Vulpes vulpes,Mammal,,4/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/5/22,Vaughan
