Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Pickering
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,New Tecumseth
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,1/5/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/5/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Pickering
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/5/25,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Amherstburg
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/5/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Brighton
Ontario,Mute swan,Cygnus olor,Avian,Waterfowl,1/5/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Clarington
British Columbia,Dunlin,Calidris alpina,Avian,Other,1/5/25,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Delta
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/5/25,Harvest,Confirmed,H5N1,Reassortment EU&NA,4/17/25,Amherstburg
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/6/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Caledon
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/6/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Surrey
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/6/25,Dead,Confirmed,H5N1,Fully Eurasian,5/7/25,LaSalle
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,1/6/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Saint-Jean-sur-Richelieu
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/7/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Whitchurch-Stouffville
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,1/7/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Delta
Ontario,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,1/8/25,Dead,Confirmed,H5N1,Fully Eurasian,3/17/25,Chatham-Kent
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,1/9/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Burnaby
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/10/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Vaughan
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,1/10/25,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Central Saanich
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/11/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,London
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/11/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Halton Hills
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/11/25,Dead,Confirmed,H5N1,Fully Eurasian,3/10/25,Clarington
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/12/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Cambridge
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/12/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Whitchurch-Stouffville
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/12/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,South-West Oxford
Newfoundland and Labrador,Great Black-Backed Gull,Larus marinus,Avian,Seabird,1/12/25,Dead,Confirmed,H5N5 ,Fully Eurasian,1/25/25,St. John's
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/12/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Brampton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/13/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/13/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/14/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Kingsville
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/15/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vaughan
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/15/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Whitby
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/15/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Whitby
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/15/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Whitby
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/15/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Whitby
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/15/25,Live,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Whitby
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/16/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vaughan
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/16/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vaughan
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/17/25,Dead,Confirmed,H5N1,Fully Eurasian,3/10/25,Central Elgin
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/17/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Halton Hills
Quebec,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/17/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/11/25,Québec
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,1/17/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Newmarket
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/17/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Vaughan
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/17/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Newmarket
Ontario,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/18/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Kingston
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/18/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,St. Catharines
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/18/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Oakville
Ontario,Great Black-Backed Gull,Larus marinus,Avian,Seabird,1/18/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Kawartha Lakes
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/19/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/20/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Vaughan
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/20/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Vaughan
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/20/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Milton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/20/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Brampton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/21/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Newmarket
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/21/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/21/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Brampton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Windsor
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,1/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Newmarket
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Port Colborne
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Brant
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/25/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Hamilton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/25/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Windsor
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/25/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Toronto
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Strathroy-Caradoc
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Leamington
Alberta,Bobcat,Lynx rufus,Mammal,,1/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Calgary
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/27/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Caledon
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,1/27/25,NA,Confirmed,H5N1,Reassortment EU&NA,4/25/25,
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/27/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,South Stormont
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,1/27/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Pickering
Ontario,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,1/28/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Burlington
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/28/25,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/25,Hamilton
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/28/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Clarington
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/28/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Haldimand County
Ontario,Red-Breasted Merganser,Mergus serrator,Avian,Waterfowl,1/29/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Chatham-Kent
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,1/29/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Lambton Shores
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/29/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Port Colborne
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/30/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Oakville
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/30/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Amherstburg
Ontario,Hooded Merganser,Lophodytes cucullatus,Avian,Waterfowl,1/30/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Niagara Falls
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/31/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Toronto
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/31/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/17/25,Hamilton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/31/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Brampton
Prince Edward Island,American Black Duck,Anas rubripes,Avian,Waterfowl,2/1/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico"
Ontario,Peregrine Falcon,Falco peregrinus,Avian,Raptor,2/2/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Fort Erie
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,2/2/25,Dead,Confirmed,H5N1,Fully Eurasian,3/10/25,LaSalle
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/2/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Port Hope
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,2/2/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Oakville
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/3/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Brampton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Centre Wellington
Nova Scotia,American Black Duck,Anas rubripes,Avian,Waterfowl,2/4/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Cape Breton
Nova Scotia,Anatinae (Duck),Anatinae,Avian,Waterfowl,2/4/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Cape Breton
Ontario,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,2/4/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Hamilton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/6/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Brampton
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/7/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Norfolk County
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,2/9/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Delta
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,2/9/25,Dead,Confirmed,H5N1,Reassortment EU&NA,5/7/25,Hamilton
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,2/10/25,Euthanized,Confirmed,H5N1,Reassortment EU&NA,3/27/25,Calgary
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/11/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/24/25,Toronto
Ontario,Barred Owl,Strix varia,Avian,Raptor,2/11/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,London
Nova Scotia,American Black Duck,Anas rubripes,Avian,Waterfowl,2/11/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,American Black Duck,Anas rubripes,Avian,Waterfowl,2/11/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/12/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,"Colchester, Subd. C"
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/12/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,"Colchester, Subd. C"
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,2/13/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/27/25,Calgary
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Anatinae (Duck),Anatinae,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Mallard,Anas platyrhynchos,Avian,Waterfowl,2/13/25,Live,Confirmed,H5N1,Reassortment EU&NA,5/1/25,Halifax
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,2/14/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/25/25,West Hants
Ontario,Mute swan,Cygnus olor,Avian,Waterfowl,2/15/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Quinte West
Nova Scotia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,2/16/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/25/25,West Hants
British Columbia,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,2/16/25,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Delta
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,2/16/25,Euthanized,Confirmed,H5N1,Reassortment EU&NA,3/10/25,West Hants
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,2/17/25,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Burnaby
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/19/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/27/25,South Frontenac
Nova Scotia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,2/19/25,Dead,Confirmed,H5N1,Reassortment EU&NA,5/9/25,"Antigonish, Subd. A"
Ontario,Red-breasted Merganser,Mergus serrator,Avian,Waterfowl,2/20/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/28/25,Central Huron
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,2/20/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/28/25,Wainfleet
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/11/25,Vernon River
New Brunswick,Red-breasted Merganser,Mergus serrator,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/25/25,Beaubassin East / Beaubassin-est
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/22/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/25,Vernon River
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,2/23/25,Dead,Confirmed,H5N1,Fully Eurasian,4/24/25,Blandford-Blenheim
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,2/23/25,NA,Confirmed,H5N1,Reassortment EU&NA,3/27/25,Lethbridge County
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,"East River, Part 2"
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Vernon River
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Vernon River
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,5/9/25,"Pictou, Subd. A"
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,2/24/25,Dead,Confirmed,H5N1,Fully Eurasian,6/25/25,Calgary
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,2/24/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/8/25,Vernon River
British Columbia,Common Raven,Corvus corax,Avian,Corvid,2/25/25,Dead,Confirmed,H5N1,Fully Eurasian,8/20/25,Juan de Fuca (Part 2)
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,2/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,St. Catharines
Ontario,Turkey Vulture,Cathartes aura,Avian,Raptor,2/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,5/7/25,Hamilton
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,2/26/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/25/25,Halifax
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,2/27/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/28/25,Loyalist
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,2/27/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/25/25,Shelburne
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/2/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/11/25,"Kings, Subd. C"
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,West Hants
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/11/25,"Kings, Subd. B"
Quebec,Wild Turkey,Meleagris gallopavo,Avian,Other,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/25/25,Saint-Jérôme
Nova Scotia,Great Black-Backed Gull,Larus marinus,Avian,Seabird,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/25/25,Lunenburg
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,Halifax
Nova Scotia,Red Fox,Vulpes vulpes,Mammal,,3/3/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/11/25,"Inverness, Subd. C"
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/5/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/11/25,"Kings, Subd. C"
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,3/5/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/28/25,Middlesex Centre
Nova Scotia,American Crow,Corvus brachyrhynchos,Avian,Corvid,3/5/25,Dead,Confirmed,H5N5,Fully Eurasian,4/11/25,"Kings, Subd. D"
Nova Scotia,American Crow,Corvus brachyrhynchos,Avian,Corvid,3/5/25,Dead,Confirmed,H5N5,Fully Eurasian,4/11/25,"Kings, Subd. D"
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/6/25,Dead,Confirmed,H5N1,Reassortment EU&NA,7/16/25,Halifax
Prince Edward Island,Striped Skunk,Mephitis mephitis,Mammal,,3/7/25,Dead,Confirmed,H5N5,Fully Eurasian,3/25/25,Charlottetown
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,3/8/25,Dead,Confirmed,H5N1,Reassortment EU&NA,7/23/25,Kingsville
Nova Scotia,Canada Goose,Branta canadensis,Avian,Waterfowl,3/8/25,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/25,West Hants
Ontario,Mink,Neovison vison,Mammal,,3/9/25,Dead,Confirmed,H5N1,Reassortment EU&NA,3/25/25,Guelph/Eramosa
